Data,Interwencje,Zatrzymani_Goracy_Uczynek,Zatrzymani_Poszukiwani,Kierujacy_Alkohol,Wypadki_Drogowe,Zabici,Ranni
2015-06-10,,708,287,209,79,3,100
2015-06-09,,632,309,223,83,4,101
2015-06-08,,691,233,243,83,0,113
2015-06-07,,975,144,527,89,16,100
2015-06-06,,710,134,317,74,5,95
2015-06-05,,620,231,240,117,10,148
2015-06-04,,749,144,328,69,9,86
2015-06-03,,652,233,207,95,6,104
2015-06-02,,644,253,201,75,4,76
2015-06-01,,619,250,224,86,2,103
2015-05-31,,712,168,322,77,7,105
2015-05-30,,672,127,284,69,4,76
2015-05-29,,545,215,193,94,6,100
2015-05-28,,719,225,210,62,5,75
2015-05-27,,564,280,165,64,2,69
2015-05-26,,565,236,174,84,7,92
2015-05-25,,591,213,215,88,5,103
2015-05-24,,773,155,338,64,6,86
2015-05-23,,782,162,315,61,2,86
2015-05-22,,593,230,181,77,4,93
2015-05-21,,543,257,158,76,6,89
2015-05-20,,569,250,152,70,6,81
2015-05-19,,600,257,176,86,5,97
2015-05-18,,559,230,194,81,7,103
2015-05-17,,679,151,314,72,7,91
2015-05-16,,681,155,321,93,5,101
2015-05-15,,532,255,202,103,10,125
2015-05-14,,568,276,197,100,5,118
2015-05-13,,651,237,250,94,4,102
2015-05-12,,598,214,231,104,2,118
2015-05-11,,632,237,283,78,6,79
2015-05-10,,821,226,403,85,4,121
2015-05-09,,658,139,316,85,7,99
2015-05-08,,667,237,285,103,10,113
2015-05-07,,792,221,371,84,4,112
2015-05-06,,499,266,168,88,5,109
2015-05-05,,561,212,183,89,9,89
2015-05-04,,648,191,276,84,12,97
2015-05-03,,724,118,384,72,8,89
2015-05-02,,619,152,300,78,4,101
2015-05-01,,681,169,330,67,10,95
2015-04-30,,581,248,219,93,8,123
2015-04-29,,551,277,176,71,5,79
2015-04-28,,588,299,191,99,6,128
2015-04-27,,834,231,389,111,5,124
2015-04-26,,786,147,344,79,8,98
2015-04-25,,697,133,317,100,8,126
2015-04-24,,684,255,254,99,6,117
2015-04-23,,617,269,215,86,5,97
2015-04-22,,663,285,218,88,3,101
2015-04-21,,647,290,239,82,5,98
2015-04-16,,721,283,227,61,2,69
2015-04-15,,695,274,223,57,8,70
2015-04-14,,558,311,191,65,1,79
2015-04-13,,703,262,268,84,5,100
2015-04-12,,802,160,355,84,4,96
2015-04-11,,851,162,401,95,7,118
2015-04-10,,809,265,300,87,7,93
2015-04-09,,664,262,223,73,8,84
2015-04-08,,593,276,186,55,1,66
2015-04-07,,722,263,301,44,3,50
2015-04-06,,604,87,312,32,7,45
2015-04-05,,540,121,233,35,5,56
2015-04-04,,730,175,312,60,6,68
2015-04-03,,711,324,261,90,5,122
2015-04-02,,622,269,194,79,5,96
2015-04-01,,585,234,170,96,15,117
2015-03-31,,592,267,174,76,3,101
2015-03-30,,590,221,223,90,9,107
2015-03-29,,667,140,276,51,7,65
2015-03-28,,649,168,289,73,8,85
2015-03-27,,669,282,242,97,8,118
2015-03-26,,736,303,235,79,7,89
2015-03-25,,692,314,244,80,9,90
2015-03-24,,697,298,226,69,7,76
2015-03-23,,655,272,255,84,7,100
2015-03-22,,685,139,287,37,3,50
2015-03-21,,785,173,314,72,8,88
2015-03-20,,749,293,239,79,6,93
2015-03-19,,771,286,251,73,3,105
2015-03-18,,709,290,214,73,3,79
2015-03-17,,714,272,220,61,8,68
2015-03-16,,813,265,356,63,5,72
2015-03-15,,787,144,377,70,8,91
2015-03-14,,716,148,290,90,9,102
2015-03-13,,728,293,247,89,7,98
2015-03-12,,827,303,269,58,4,75
2015-03-11,,705,305,219,70,4,81
2015-03-10,,732,407,255,69,9,67
2015-03-09,,892,259,377,70,5,83
2015-03-08,,743,139,326,65,13,87
2015-03-07,,792,174,350,68,8,88
2015-03-06,,680,302,229,61,2,83
2015-03-05,,729,301,225,63,5,72
2015-03-04,,676,271,194,80,6,90
2015-03-03,,614,293,181,73,5,87
2015-03-02,,582,236,226,86,12,97
2015-03-01,,676,155,285,40,8,50
2015-02-28,,795,186,355,62,4,75
2015-02-27,,1017,341,448,64,7,65
2015-02-26,,720,348,226,79,6,89
2015-02-25,,656,301,213,59,5,63
2015-02-24,,687,338,189,64,5,76
2015-02-23,,677,260,265,68,11,71
2015-02-22,,691,142,301,60,6,69
2015-02-21,,1689,158,272,67,6,76
2015-02-20,,672,286,214,82,7,104
2015-02-19,,604,303,157,63,5,77
2015-02-18,,708,330,242,64,7,78
2015-02-17,,596,275,195,50,4,56
2015-02-16,,575,249,204,51,6,56
2015-02-15,,672,170,298,42,9,55
2015-02-14,,678,172,280,85,7,109
2015-02-13,,720,282,213,102,6,129
2015-02-12,,647,286,194,67,3,78
2015-02-11,,676,294,220,57,8,66
2015-02-10,,612,322,165,59,5,67
2015-02-09,,505,240,168,87,4,102
2015-02-08,,553,144,223,61,5,97
2015-02-07,,650,146,276,57,7,73
2015-02-06,,595,269,196,61,6,69
2015-02-05,,608,282,165,63,3,77
2015-02-04,,628,300,168,53,3,64
2015-02-03,,626,254,153,80,5,101
2015-02-02,,579,260,194,59,2,73
2015-02-01,,688,155,268,47,8,66
2015-01-31,,657,170,243,61,4,86
2015-01-30,,609,307,165,95,10,103
2015-01-29,,600,315,187,67,5,79
2015-01-28,,622,281,163,71,4,86
2015-01-27,,557,362,151,72,6,87
2015-01-26,,628,261,231,55,5,63
2015-01-25,,586,133,254,59,8,86
2015-01-24,,705,181,259,61,6,85
2015-01-23,,659,317,209,73,2,84
2015-01-22,,663,341,191,73,5,77
2015-01-21,,608,343,195,73,7,76
2015-01-20,,580,318,174,51,2,53
2015-01-19,,580,289,199,68,7,75
2015-01-18,,723,147,300,49,8,56
2015-01-17,,786,191,307,67,11,78
2015-01-16,,639,334,202,82,4,113
2015-01-15,,705,296,208,87,9,96
2015-01-14,,1336,302,209,71,8,72
2015-01-13,,576,330,162,94,5,102
2015-01-12,,571,277,192,81,7,96
2015-01-11,,669,171,261,50,6,57
2015-01-10,,573,148,232,83,7,91
2015-01-09,,483,246,149,106,10,117
2015-01-08,,482,287,116,73,3,75
2015-01-07,,452,272,134,63,5,71
2015-01-06,,428,167,159,38,3,41
2015-01-05,,417,190,123,67,1,85
2015-01-04,,516,139,175,46,4,57
2015-01-03,,494,158,201,53,4,66
2015-01-02,,463,231,171,54,6,63
2015-01-01,,880,108,379,42,4,47
2014-12-31,,345,144,125,65,3,72
2014-12-30,,379,276,107,53,7,64
2014-12-29,,402,305,134,47,4,56
2014-12-28,,444,135,186,35,1,50
2014-12-27,,408,143,163,39,4,55
2014-12-26,,452,89,219,68,4,110
2014-12-25,,410,97,186,48,8,68
2014-12-24,,416,184,179,113,18,123
2014-12-23,,554,328,203,206,16,229
2014-12-22,,530,295,184,171,6,195
2014-12-21,,653,170,270,106,9,126
2014-12-20,,713,171,285,132,14,156
2014-12-19,,599,290,208,186,17,199
2014-12-18,,584,301,178,126,10,145
2014-12-17,,561,273,170,114,8,124
2014-12-16,,630,297,185,109,10,116
2014-12-15,,604,278,196,107,10,118
2014-12-14,,734,139,287,78,3,94
2014-12-13,,725,161,290,79,4,90
2014-12-12,,636,295,191,152,14,177
2014-12-11,,644,315,188,87,7,110
2014-12-10,,582,304,166,100,8,113
2014-12-09,,596,323,161,107,6,128
2014-12-08,,852,260,419,91,8,108
2014-12-07,,683,167,277,63,10,82
2014-12-06,,655,149,270,91,8,125
2014-12-05,,605,305,207,94,10,103
2014-12-04,,571,299,182,93,11,105
2014-12-03,,527,278,167,70,9,81
2014-12-02,,537,272,154,66,6,79
2014-12-01,,573,216,250,70,5,82
2014-11-30,,853,157,403,52,8,48
2014-11-29,,884,141,444,47,8,61
2014-11-27,,540,286,157,62,3,72
2014-11-28,,587,235,213,72,10,75
2014-11-26,,627,270,197,72,12,89
2014-11-25,,566,289,175,118,9,128
2014-11-24,,530,249,201,76,11,90
2014-11-23,,700,118,310,63,11,91
2014-11-22,,685,149,269,51,7,71
2014-11-21,,624,299,206,99,10,103
2014-11-20,,598,284,183,110,9,130
2014-11-19,,547,293,173,88,7,93
2014-11-18,,472,285,177,93,8,95
2014-11-17,,586,233,191,90,9,98
2014-11-16,,851,165,362,56,6,70
2014-11-15,,766,172,332,68,7,86
2014-11-14,,948,298,225,73,7,73
2014-11-13,,597,246,189,69,5,71
2014-11-12,,765,209,279,79,10,91
2014-11-11,,797,177,343,59,8,74
2014-11-10,,667,268,259,82,7,89
2014-11-09,,838,127,371,73,10,97
2014-11-08,,767,147,339,104,13,135
2014-11-07,,729,245,255,130,16,155
2014-11-06,,653,257,255,83,5,100
2014-11-05,,672,255,221,94,3,113
2014-11-04,,541,267,186,91,2,111
2014-11-03,,708,239,280,75,5,87
2014-11-02,,766,175,356,50,5,57
2014-11-01,,660,195,310,75,7,117
2014-10-31,,606,314,242,71,8,75
2014-10-30,,670,315,238,81,7,83
2014-10-29,,617,280,197,93,9,98
2014-10-28,,622,281,203,107,11,125
2014-10-27,,671,215,273,73,5,87
2014-10-26,,796,144,354,61,8,86
2014-10-25,,717,146,319,75,5,93
2014-10-24,,673,256,226,78,5,90
2014-10-23,,609,291,207,102,6,112
2014-10-22,,632,310,196,95,7,100
2014-10-21,,732,263,233,90,8,106
2014-10-20,,832,251,353,119,10,139
2014-10-19,,881,170,437,90,18,117
2014-10-18,,843,173,363,80,16,88
2014-10-17,,796,261,309,99,8,115
2014-10-16,,763,313,254,108,8,125
2014-10-15,,788,289,271,114,8,148
2014-10-14,,766,264,288,123,12,164
2014-10-13,,825,256,356,73,8,76
2014-10-12,,978,154,491,82,10,92
2014-10-11,,911,148,445,111,14,118
2014-10-10,,902,267,308,125,11,134
2014-10-09,,750,294,254,111,16,104
2014-10-08,,665,313,244,84,6,94
2014-10-07,,651,278,225,78,7,88
2014-10-06,,756,241,289,81,9,97
2014-10-01,,694,241,251,103,8,114
2014-09-30,,645,287,207,90,4,100
2014-09-29,,740,262,289,94,5,111
2014-09-28,,1178,155,646,87,6,105
2014-09-27,,747,148,330,116,10,138
2014-09-26,,678,237,264,125,7,150
2014-09-25,,605,297,190,70,8,80
2014-09-24,,574,254,168,95,6,112
2014-09-23,,560,308,158,87,5,101
2014-09-22,,713,247,319,121,17,151
2014-09-21,,757,135,383,81,12,134
2014-09-20,,810,174,394,123,12,150
2014-09-19,,682,275,314,93,5,115
2014-09-18,,661,273,237,106,7,126
2014-09-17,,726,274,255,115,7,132
2014-09-16,,716,275,273,88,4,99
2014-09-15,,837,252,428,102,8,123
2014-09-14,,911,139,459,117,20,151
2014-09-13,,822,150,397,91,17,108
2014-09-12,,670,262,293,108,5,126
2014-09-11,,754,282,254,89,4,104
2014-09-10,,735,283,320,84,11,97
2014-09-09,,661,290,269,108,6,123
2014-09-08,,896,253,395,102,10,120
2014-09-07,,995,158,525,116,18,146
2014-09-06,,836,178,393,144,19,116
2014-09-05,,721,276,320,148,9,168
2014-09-04,,686,302,247,100,4,113
2014-09-03,,658,291,229,93,5,99
2014-09-02,,661,238,252,85,3,96
2014-09-01,,728,218,306,114,10,152
2014-08-31,,923,146,526,91,14,129
2014-08-30,,768,149,388,112,7,141
2014-08-29,,670,212,280,114,9,120
2014-08-28,,623,253,228,107,14,109
2014-08-27,,604,246,217,82,4,109
2014-08-26,,610,229,223,118,11,148
2014-08-25,,705,205,317,85,12,106
2014-08-24,,796,153,422,78,9,103
2014-08-23,,762,151,371,108,13,138
2014-08-22,,702,217,252,87,8,104
2014-08-21,,629,259,224,85,7,103
2014-08-20,,621,229,226,76,6,83
2014-08-19,,494,202,205,90,6,116
2014-08-18,,814,206,562,84,6,105
2014-08-17,,778,125,359,73,6,102
2014-08-16,,799,132,402,96,9,124
2014-08-15,,770,133,392,87,5,107
2014-08-14,,647,214,284,92,12,108
2014-08-13,,706,253,239,85,7,99
2014-08-12,,599,232,234,100,8,129
2014-08-11,,719,199,337,110,10,131
2014-08-10,,1088,130,517,75,7,88
2014-08-09,,876,168,432,99,11,123
2014-08-08,,681,209,306,113,4,137
2014-08-07,,696,212,269,68,2,80
2014-08-06,,676,267,227,104,0,133
2014-08-05,,633,316,221,87,7,94
2014-08-04,,653,211,318,112,11,150
2014-08-03,,954,134,458,122,13,175
2014-08-02,,865,134,433,90,5,122
2014-08-01,,658,194,281,82,4,102
2014-07-31,,718,239,256,90,7,105
2014-07-30,,786,270,310,86,7,93
2014-07-29,,720,222,282,92,7,110
2014-07-28,,957,236,450,120,10,158
2014-07-27,,1077,126,560,99,12,129
2014-07-26,,932,155,459,114,10,153
2014-07-25,,617,210,276,107,8,126
2014-07-24,,656,237,252,112,6,149
2014-07-23,,633,235,233,106,11,119
2014-07-22,,670,230,285,92,4,106
2014-07-21,,471,198,352,99,12,123
2014-07-20,,961,140,498,108,8,187
2014-07-19,,817,136,416,105,7,131
2014-07-18,,712,229,318,92,3,115
2014-07-17,,783,266,344,93,7,125
2014-07-16,,743,239,326,101,7,122
2014-07-15,,721,228,289,94,7,124
2014-07-14,,870,175,424,104,9,114
2014-07-13,,1652,147,495,99,8,134
2014-07-12,,815,172,369,96,10,135
2014-07-11,,790,218,313,98,4,118
2014-07-10,,713,261,259,77,7,92
2014-07-09,,724,234,296,88,8,104
2014-07-08,,729,306,293,94,8,100
2014-07-07,,819,194,356,115,11,142
2014-07-06,,1082,126,605,102,11,145
2014-07-05,,907,145,464,110,3,119
2014-07-04,,806,244,377,105,2,120
2014-07-03,,739,249,284,106,6,129
2014-07-02,,697,260,281,96,4,120
2014-07-01,,695,223,259,91,9,122
2014-06-30,,645,200,275,113,7,139
2014-06-29,,937,125,533,88,12,106
2014-06-28,,843,157,471,105,10,144
2014-06-27,,654,249,265,135,9,167
2014-06-26,,646,256,218,91,8,105
2014-06-25,,646,254,234,99,7,114
2014-06-24,,662,240,240,99,5,109
2014-06-23,,741,221,352,96,4,113
2014-06-22,,817,139,399,94,10,135
2014-06-21,,738,128,384,68,10,74
2014-06-20,,801,203,357,87,10,114
2014-06-19,,671,150,342,83,11,100
2014-06-18,,746,245,319,133,5,154
2014-06-17,,626,256,216,96,7,107
2014-06-16,,690,245,305,93,7,115
2014-06-15,,943,146,480,60,6,81
2014-06-14,,760,263,329,101,6,101
2014-06-13,,707,257,295,121,9,148
2014-06-12,,772,263,329,101,6,101
2014-06-11,,690,277,283,125,6,142
2014-06-10,,705,247,259,106,6,119
2014-06-09,,893,234,414,108,9,129
2014-06-08,,993,130,572,124,13,159
2014-06-07,,890,154,431,114,17,137
2014-06-06,,1063,284,531,110,3,133
2014-06-05,,746,240,269,102,11,125
2014-06-04,,648,275,218,79,3,99
2014-06-03,,673,313,250,73,7,81
2014-06-02,,720,220,306,92,6,108
2014-06-01,,806,131,394,87,8,110
2014-05-31,,698,130,317,85,11,112
2014-05-30,,574,237,181,92,9,97
2014-05-29,,677,255,212,95,5,115
2014-05-28,,607,262,217,94,5,115
2014-05-27,,657,248,218,93,8,129
2014-05-26,,733,236,278,120,7,143
2014-05-25,,977,148,497,88,12,107
2014-05-24,,824,175,399,120,8,150
2014-05-23,,656,230,268,128,12,139
2014-05-22,,713,245,247,110,5,137
2014-05-21,,673,251,224,99,5,116
2014-05-20,,707,282,253,109,6,112
2014-05-19,,723,210,317,90,10,101
2014-05-18,,876,106,429,64,11,93
2014-05-17,,755,117,364,81,7,109
2014-05-16,,631,251,256,98,10,124
2014-05-15,,627,276,215,56,2,73
2014-05-14,,665,283,247,103,6,123
2014-05-13,,698,259,253,81,9,75
2014-05-12,,714,201,293,96,7,127
2014-05-11,,772,139,380,86,11,121
2014-05-10,,802,147,370,80,5,89
2014-05-09,,679,228,254,119,4,134
2014-05-08,,973,227,462,92,3,110
2014-05-07,,621,240,221,84,2,100
2014-05-06,,627,259,199,79,4,90
2014-05-05,,589,184,248,82,5,94
2014-05-04,,618,113,272,61,13,72
2014-05-03,,621,113,259,61,5,79
2014-05-02,,772,177,401,60,7,64
2014-05-01,,716,126,372,83,6,120
2014-04-30,,611,225,235,104,5,122
2014-04-29,,629,248,220,87,3,92
2014-04-28,,745,216,272,83,7,94
2014-04-27,,846,142,365,70,9,85
2014-04-26,,750,139,309,86,7,110
2014-04-25,,668,253,233,76,4,83
2014-04-24,,681,245,223,82,9,83
2014-04-23,,608,254,218,74,6,81
2014-04-22,,898,247,413,85,7,101
2014-04-21,,698,124,325,60,4,102
2014-04-20,,614,96,282,45,4,55
2014-04-19,,759,155,364,89,13,118
2014-04-18,,907,322,353,99,12,106
2014-04-17,,726,249,251,92,7,102
2014-04-16,,658,248,203,72,5,76
2014-04-14,,681,231,277,84,8,103
2014-04-13,,804,111,342,57,16,73
2014-04-12,,849,146,345,87,11,116
2014-04-11,,790,254,297,74,8,89
2014-04-10,,609,257,210,82,2,98
2014-04-09,,678,227,206,83,8,91
2014-04-08,,738,284,281,112,5,127
2014-04-07,,849,222,356,77,6,106
2014-04-06,,802,144,368,58,6,76
2014-04-05,,744,139,313,80,8,102
2014-04-04,,727,243,263,95,8,108
2014-04-03,,784,269,242,100,4,123
2014-04-02,,609,265,210,79,1,86
2014-04-01,,691,276,214,70,4,86
2014-03-31,,669,239,281,75,7,78
2014-03-30,,738,146,334,103,8,124
2014-03-29,,760,135,336,75,8,84
2014-03-28,,667,293,215,76,9,83
2014-03-27,,638,243,176,85,6,95
2014-03-26,,639,300,167,71,5,81
2014-03-25,,545,275,130,62,4,87
2014-03-24,,714,235,270,97,8,119
2014-03-23,,777,127,346,69,8,97
2014-03-22,,867,151,369,88,8,104
2014-03-21,,819,275,276,108,4,127
2014-03-20,,837,290,258,60,4,66
2014-03-19,,668,271,189,75,6,88
2014-03-18,,744,268,243,66,7,76
2014-03-17,,596,248,200,59,5,75
2014-03-16,,647,127,267,81,6,112
2014-03-15,,744,132,310,92,7,124
2014-03-14,,749,260,233,89,7,95
2014-03-13,,803,291,256,81,2,96
2014-03-12,,705,280,218,70,4,94
2014-03-11,,712,287,218,78,5,88
2014-03-10,,761,270,297,89,4,106
2014-03-09,,853,151,401,62,8,87
2014-03-08,,947,156,432,57,5,64
2014-03-07,,692,264,228,52,4,57
2014-03-06,,614,300,166,46,4,49
2014-03-05,,779,277,223,50,6,49
2014-03-04,,662,295,218,51,5,50
2014-03-03,,735,228,244,53,7,65
2014-03-02,,822,153,378,54,9,68
2014-03-01,,822,134,352,64,10,71
2014-02-28,,900,268,396,62,7,64
2014-02-27,,690,294,185,51,7,54
2014-02-26,,648,282,186,64,7,64
2014-02-25,,607,256,180,59,9,63
2014-02-24,,709,227,272,82,8,85
2014-02-23,,706,134,302,62,9,82
2014-02-22,,739,145,288,58,4,64
2014-02-21,,799,260,415,75,3,94
2014-02-20,,659,284,203,62,7,77
2014-02-19,,693,274,181,49,4,52
2014-02-18,,653,267,184,75,8,81
2014-02-17,,720,258,254,84,8,97
2014-02-16,,710,119,280,47,4,62
2014-02-15,,812,150,344,80,6,103
2014-02-14,,591,226,159,85,3,103
2014-02-13,,702,287,163,84,3,106
2014-02-12,,679,291,168,78,12,104
2014-02-11,,683,279,184,98,14,131
2014-02-10,,711,241,268,85,6,89
2014-02-09,,789,140,290,59,6,75
2014-02-08,,811,170,302,79,4,99
2014-02-07,,759,254,225,70,6,80
2014-02-06,,703,307,195,66,7,91
2014-02-05,,626,297,161,82,4,93
2014-02-04,,606,268,161,65,6,85
2014-02-03,,595,249,220,60,5,68
2014-02-02,,673,120,266,38,3,51
2014-02-01,,593,169,216,42,8,51
2014-01-31,,453,277,119,64,4,75
2014-01-30,,578,295,128,56,5,73
2014-01-29,,479,269,109,45,3,49
2014-01-28,,479,269,109,45,3,49
2014-01-27,,530,231,168,57,4,77
2014-01-26,,454,108,163,36,3,46
2014-01-25,,496,149,171,54,2,74
2014-01-24,,435,226,107,64,5,73
2014-01-22,,514,288,121,45,2,53
2014-01-21,,515,289,101,54,5,62
2014-01-20,,498,235,143,85,12,97
2014-01-19,,1322,124,242,58,3,92
2014-01-18,,644,156,236,67,6,81
2014-01-17,,670,240,183,76,7,87
2014-01-16,,646,311,165,54,3,64
2014-01-15,,638,267,167,71,2,82
2014-01-14,,679,262,162,53,5,58
2014-01-13,,642,224,208,90,5,104
2014-01-12,,728,174,253,46,10,53
2014-01-11,,735,136,287,47,8,58
2014-01-10,,631,282,167,76,6,83
2014-01-09,,702,288,165,78,5,80
2014-01-08,,587,257,135,69,8,78
2014-01-07,,543,272,186,73,2,78
2014-01-06,,517,122,196,29,7,37
2014-01-05,,574,131,250,51,3,74
2014-01-04,,536,152,165,68,7,93
2014-01-03,,526,273,125,93,8,112
2014-01-02,,504,230,182,67,9,85
2014-01-01,,888,123,421,70,13,88
2013-12-31,,406,141,147,102,9,127
2013-12-30,,561,201,179,90,9,114
2013-12-29,,562,109,218,37,0,54
2013-12-28,,550,151,203,85,12,112
2013-12-27,,540,313,194,77,9,96
2013-12-26,,482,98,246,36,4,48
2013-12-25,,342,80,161,35,3,41
2013-12-24,,399,160,160,83,10,85
2013-12-23,,574,271,214,131,10,147
2013-12-22,,671,156,259,93,10,119
2013-12-21,,667,144,286,133,17,158
2013-12-20,,563,228,201,136,10,156
2013-12-19,,526,260,167,104,7,119
2013-12-18,,510,213,157,87,9,101
2013-12-17,,488,247,161,124,6,150
2013-12-16,,615,223,215,123,12,139
2013-12-15,,686,134,290,72,9,84
2013-12-14,,641,121,262,86,10,98
2013-12-13,,606,209,182,97,7,118
2013-12-12,,645,255,193,84,11,93
2013-12-11,,571,210,161,90,8,98
2013-12-10,,532,243,170,91,3,96
2013-12-09,,717,200,338,112,7,123
2013-12-08,,524,117,213,34,1,39
2013-12-07,,470,113,163,75,4,104
2013-12-06,,412,184,137,118,5,183
2013-12-05,,557,214,160,104,12,111
2013-12-04,,530,239,167,81,5,97
2013-12-03,,491,284,140,79,5,95
2013-12-02,,539,232,201,108,11,128
2013-12-01,,972,123,481,91,16,110
2013-11-30,,829,123,374,112,16,129
2013-11-29,,699,211,194,119,6,132
2013-11-28,,483,195,140,105,9,124
2013-11-27,,481,198,137,87,11,101
2013-11-26,,479,192,147,101,7,119
2013-11-25,,504,215,191,113,12,114
2013-11-24,,705,126,301,85,12,103
2013-11-23,,706,128,260,88,13,110
2013-11-22,,627,233,233,104,8,126
2013-11-21,,575,210,202,111,14,126
2013-11-20,,564,236,170,107,7,121
2013-11-19,,519,251,160,63,9,80
2013-11-18,,664,183,265,87,11,92
2013-11-17,,702,114,285,66,12,79
2013-11-16,,672,125,297,68,9,84
2013-11-15,,566,178,195,74,6,83
2013-11-14,,514,198,188,76,8,93
2013-11-13,,637,213,171,82,4,89
2013-11-12,,638,194,215,65,12,62
2013-11-11,,596,126,278,47,5,62
2013-11-10,,754,115,335,82,4,112
2013-11-09,,727,136,305,116,6,146
2013-11-08,,678,214,307,102,10,113
2013-11-07,,544,189,176,95,8,111
2013-11-06,,601,203,180,105,4,124
2013-11-05,,552,242,189,97,9,105
2013-11-04,,665,202,280,85,3,96
2013-11-03,,712,154,343,89,12,110
2013-11-02,,723,130,366,72,7,88
2013-11-01,,672,178,315,74,8,90
2013-10-31,,678,296,274,103,11,122
2013-10-30,,739,292,272,97,8,107
2013-10-29,,774,247,319,103,5,111
2013-10-28,,811,206,378,106,10,141
2013-10-27,,994,137,505,83,9,105
